Endgame,White,Parameter,Move,Evaluation_Function,Nodes_Number,Time
4,False,3,70,70,749,3.01614
4,False,3,71,70,1069,3.04181
4,False,3,72,70,295,3.04748
4,False,3,73,70,301,3.01724
4,False,3,74,70,296,3.01682
4,False,3,75,70,300,3.01722
4,False,3,76,70,295,3.00814
4,False,3,77,70,294,3.00865
4,False,3,78,70,303,3.01119
4,False,3,79,70,303,3.01152
4,False,3,80,70,313,3.01535
4,False,3,81,70,310,3.01128
4,False,3,82,70,322,3.01492
4,False,3,83,70,337,3.02
4,False,3,84,70,310,3.02763
4,False,3,85,70,333,3.0117
4,False,3,86,70,319,3.0169
4,False,3,87,70,328,3.01132
4,False,3,88,70,345,3.02564
4,False,3,89,70,371,3.03819
4,False,3,90,70,371,3.03258
4,False,3,91,70,388,3.01283
4,False,3,92,70,428,3.02165
4,False,3,93,70,498,3.01559
4,False,3,94,70,538,3.01746
4,False,3,95,70,651,3.02057
4,False,3,96,70,725,3.02239
4,False,3,97,70,1092,3.03508
4,False,3,98,70,327,3.06197
4,False,3,99,70,298,3.01784
4,False,3,100,70,297,3.01286
4,False,3,101,70,300,3.01447
4,False,3,102,70,304,3.02085
4,False,3,103,70,308,3.03034
4,False,3,104,70,312,3.01931
4,False,3,105,70,295,3.03164
4,False,3,106,70,316,3.01318
4,False,3,107,70,319,3.03128
4,False,3,108,70,334,3.02155
4,False,3,109,70,330,3.01666
4,False,3,110,70,354,3.0128
4,False,3,111,70,336,3.02256
4,False,3,112,70,352,3.02196
4,False,3,113,70,347,3.02511
4,False,3,114,70,381,3.0221
4,False,3,115,70,368,3.02056
4,False,3,116,70,450,3.01445
4,False,3,117,70,440,3.03385
4,False,3,118,70,479,3.0249
4,False,3,119,70,511,3.02406
4,False,3,120,70,628,3.02773
4,False,3,121,70,741,3.0288
4,False,3,122,70,1070,3.0326
4,False,3,123,70,325,3.04854
4,False,3,124,70,317,3.02155
4,False,3,125,70,313,3.01914
4,False,3,126,70,304,3.02418
4,False,3,127,70,300,3.0158
4,False,3,128,70,319,3.02699
4,False,3,129,70,321,3.029
4,False,3,130,70,323,3.02536
4,False,3,131,70,302,3.02277
4,False,3,132,70,312,3.0278
4,False,3,133,70,331,3.02186
4,False,3,134,70,329,3.02671
4,False,3,135,70,345,3.02292
4,False,3,136,70,330,3.02893
4,False,3,137,70,347,3.02712
4,False,3,138,70,382,3.02324
4,False,3,139,70,384,3.02824
4,False,3,140,70,412,3.04348
4,False,3,141,70,410,3.02318
4,False,3,142,70,442,3.03722
4,False,3,143,70,522,3.02651
4,False,3,144,70,572,3.03529
4,False,3,145,70,667,3.03718
4,False,3,146,70,753,3.05914
4,False,3,147,70,1055,3.03972
4,False,3,148,70,331,3.05512
4,False,3,149,70,327,3.01338
4,False,3,150,70,385,3.02917
4,False,3,151,70,368,3.02314
4,False,3,152,70,361,3.03017
4,False,3,153,70,369,3.02046
4,False,3,154,70,362,3.03172
0,False,3,1,10,213,3.00108
0,False,3,2,100,237,3.01234
0,False,3,3,100,236,3.01569
0,False,3,4,100,214,3.00729
0,False,3,5,100,235,3.00609
0,False,3,6,100,237,3.01822
0,False,3,7,100,234,3.01432
0,False,3,8,100,228,3.00452
0,False,3,9,150,290,3.01376
0,False,3,10,150,274,3.01129
0,False,3,11,150,282,3.00537
0,False,3,12,150,269,3.00902
0,False,3,13,70,266,3.00135
0,False,3,14,160,337,3.00179
0,False,3,15,160,333,3.00803
0,False,3,16,160,329,3.0099
0,False,3,17,160,341,3.01488
0,False,3,18,160,338,3.01281
0,False,3,19,160,356,3.0048
0,False,3,20,160,344,3.01587
0,False,3,21,160,367,3.00489
0,False,3,22,160,335,3.00819
0,False,3,23,160,357,3.00931
0,False,3,24,160,381,3.01832
0,False,3,25,160,386,3.00455
0,False,3,26,160,400,3.0071
0,False,3,27,160,419,3.0123
0,False,3,28,160,406,3.00599
0,False,3,29,160,452,3.00726
0,False,3,30,160,440,3.01153
0,False,3,31,160,507,3.01632
0,False,3,32,160,549,3.00848
0,False,3,33,160,554,3.01672
0,False,3,34,160,647,3.02129
0,False,3,35,160,836,3.02146
0,False,3,36,160,1127,3.02176
0,False,3,37,160,1900,3.01709
0,False,3,38,160,423,3.03677
0,False,3,39,160,341,3.00678
0,False,3,40,160,335,3.01896
0,False,3,41,160,334,3.01492
0,False,3,42,160,329,3.00912
0,False,3,43,160,335,3.00787
0,False,3,44,160,364,3.01957
0,False,3,45,160,376,3.00539
0,False,3,46,150,467,3.0071
0,False,3,47,150,473,3.0413
0,False,3,48,150,476,3.02317
0,False,3,49,150,428,3.04617
0,False,3,50,150,464,3.02768
0,False,3,51,150,469,3.04161
0,False,3,52,150,458,3.02563
0,False,3,53,150,505,3.05562
0,False,3,54,150,517,3.03272
0,False,3,55,150,499,3.05757
0,False,3,56,150,534,3.03093
0,False,3,57,150,564,3.06307
0,False,3,58,150,587,3.03046
0,False,3,59,150,600,3.06628
0,False,3,60,150,631,3.0357
0,False,3,61,150,649,3.07146
0,False,3,62,150,685,3.04043
0,False,3,63,150,762,3.08806
0,False,3,64,150,817,3.04481
0,False,3,65,150,879,3.10983
0,False,3,66,150,1011,3.06139
0,False,3,67,150,1235,3.12998
0,False,3,68,150,1495,3.07887
0,False,3,69,150,1895,3.19311
0,False,3,70,150,370,3.13168
1,False,3,1,10,130,3.00443
1,False,3,2,10,135,3.00477
1,False,3,3,10,139,3.01447
1,False,3,4,10,132,3.01405
1,False,3,5,10,145,3.02138
1,False,3,6,10,142,3.02243
1,False,3,7,10,139,3.00313
1,False,3,8,10,138,3.00379
1,False,3,9,10,139,3.00943
1,False,3,10,10,150,3.01359
1,False,3,11,10,149,3.01995
1,False,3,12,20,144,3.0226
1,False,3,13,20,146,3.0199
1,False,3,14,20,141,3.00321
1,False,3,15,20,150,3.02192
1,False,3,16,20,138,3.01022
1,False,3,17,20,142,3.006
1,False,3,18,20,140,3.01692
1,False,3,19,20,138,3.00556
1,False,3,20,20,141,3.00962
1,False,3,21,20,143,3.00633
1,False,3,22,20,148,3.02285
1,False,3,23,20,138,3.01723
1,False,3,24,20,142,3.00601
1,False,3,25,20,140,3.00363
1,False,3,26,20,142,3.01772
1,False,3,27,20,142,3.02541
1,False,3,28,20,150,3.02407
1,False,3,29,20,145,3.01147
1,False,3,30,20,147,3.02688
1,False,3,31,20,160,3.01323
1,False,3,32,20,149,3.00508
1,False,3,33,20,163,3.00968
1,False,3,34,20,187,3.02193
1,False,3,35,-60,210,3.01593
1,False,3,36,30,152,3.00865
1,False,3,37,30,153,3.00839
1,False,3,38,30,148,3.00524
1,False,3,39,30,150,3.0074
1,False,3,40,30,151,3.01226
1,False,3,41,30,149,3.00904
1,False,3,42,30,146,3.00427
1,False,3,43,30,153,3.02155
1,False,3,44,30,161,3.02437
1,False,3,45,30,155,3.01976
1,False,3,46,30,152,3.02367
1,False,3,47,30,158,3.00704
1,False,3,48,30,150,3.0095
1,False,3,49,30,151,3.01593
1,False,3,50,30,155,3.01462
1,False,3,51,30,152,3.01729
1,False,3,52,30,150,3.01441
1,False,3,53,30,168,3.00434
1,False,3,54,30,171,3.01881
1,False,3,55,30,184,3.00269
1,False,3,56,30,190,3.01648
1,False,3,57,30,200,3.01915
1,False,3,58,30,233,3.00653
1,False,3,59,30,276,3.00546
1,False,3,60,30,152,3.01069
1,False,3,61,40,166,3.00337
1,False,3,62,50,186,3.01668
1,False,3,63,50,187,3.00895
1,False,3,64,60,207,3.00701
1,False,3,65,70,226,3.00456
1,False,3,66,70,242,3.00722
1,False,3,67,70,251,3.01604
1,False,3,68,70,261,3.0153
1,False,3,69,70,261,3.00689
1,False,3,70,70,253,3.00602
1,False,3,71,70,266,3.00795
1,False,3,72,70,264,3.02288
1,False,3,73,70,260,3.01228
1,False,3,74,70,269,3.00984
1,False,3,75,70,284,3.01562
1,False,3,76,70,271,3.01253
1,False,3,77,70,270,3.01194
1,False,3,78,70,258,3.00802
1,False,3,79,70,245,3.00751
1,False,3,80,70,268,3.01236
1,False,3,81,70,287,3.01685
1,False,3,82,70,265,3.01253
1,False,3,83,70,294,3.01875
1,False,3,84,70,286,3.01101
1,False,3,85,70,285,3.01218
1,False,3,86,70,284,3.02704
1,False,3,87,70,272,3.01213
1,False,3,88,70,296,3.00953
1,False,3,89,70,305,3.00901
1,False,3,90,70,323,3.01129
1,False,3,91,70,338,3.02076
1,False,3,92,70,368,3.01367
1,False,3,93,70,425,3.01924
1,False,3,94,70,597,3.01551
1,False,3,95,70,333,3.02261
1,False,3,96,70,274,3.01542
1,False,3,97,70,292,3.00832
1,False,3,98,70,285,3.01689
1,False,3,99,70,279,3.02083
1,False,3,100,70,275,3.01575
1,False,3,101,70,283,3.02098
1,False,3,102,70,270,3.01549
1,False,3,103,70,281,3.02708
1,False,3,104,70,261,3.00674
1,False,3,105,70,283,3.01643
1,False,3,106,70,280,3.00814
1,False,3,107,70,274,3.015
1,False,3,108,70,273,3.01016
1,False,3,109,70,292,3.02007
1,False,3,110,70,272,3.01717
1,False,3,111,70,274,3.01336
1,False,3,112,70,289,3.00958
1,False,3,113,70,293,3.01209
1,False,3,114,70,302,3.01752
1,False,3,115,70,314,3.02105
1,False,3,116,70,313,3.01855
1,False,3,117,70,373,3.01896
1,False,3,118,70,388,3.01077
1,False,3,119,70,471,3.02397
1,False,3,120,70,321,3.01502
1,False,3,121,70,268,3.0195
1,False,3,122,70,304,3.02123
1,False,3,123,70,284,3.02097
1,False,3,124,70,295,3.01954
1,False,3,125,70,279,3.01169
1,False,3,126,70,279,3.0131
1,False,3,127,150,302,3.01099
1,False,3,128,150,326,3.03114
1,False,3,129,150,335,3.03041
1,False,3,130,150,368,3.02856
2,False,3,1,10,163,3.00287
2,False,3,2,90,178,3.01278
2,False,3,3,90,179,3.00263
2,False,3,4,90,175,3.01834
2,False,3,5,100,238,3.00927
2,False,3,6,90,207,3.01162
2,False,3,7,90,227,3.00645
3,False,3,1,30,269,3.00484
3,False,3,2,30,235,3.01732
4,False,3,1,40,173,3.01004
4,False,3,2,40,172,3.01623
4,False,3,3,50,202,3.00182
4,False,3,4,60,235,3.0023
4,False,3,5,60,251,3.00454
4,False,3,6,60,255,3.00673
4,False,3,7,60,261,3.00114
4,False,3,8,60,256,3.00134
4,False,3,9,60,266,3.00295
4,False,3,10,60,256,3.01552
4,False,3,11,60,270,3.00903
4,False,3,12,60,252,3.00135
4,False,3,13,60,248,3.00393
4,False,3,14,60,241,3.00487
4,False,3,15,60,252,3.00326
4,False,3,16,60,248,3.01796
4,False,3,17,60,247,3.00234
4,False,3,18,60,272,3.01164
4,False,3,19,70,265,3.00238
4,False,3,20,70,270,3.01353
4,False,3,21,70,269,3.00895
4,False,3,22,70,280,3.00184
4,False,3,23,70,284,3.01401
4,False,3,24,70,287,3.00536
4,False,3,25,70,294,3.00269
4,False,3,26,70,287,3.01215
4,False,3,27,70,280,3.01299
4,False,3,28,70,284,3.00993
4,False,3,29,70,296,3.01003
4,False,3,30,70,291,3.00686
4,False,3,31,70,300,3.00545
4,False,3,32,70,313,3.00468
4,False,3,33,70,328,3.00433
4,False,3,34,70,345,3.00496
4,False,3,35,70,339,3.00913
4,False,3,36,70,365,3.00473
4,False,3,37,70,411,3.00935
4,False,3,38,70,409,3.00759
4,False,3,39,70,482,3.01007
4,False,3,40,70,571,3.0102
4,False,3,41,70,731,3.00592
4,False,3,42,70,1189,3.01979
4,False,3,43,70,330,3.01117
4,False,3,44,70,277,3.01531
4,False,3,45,70,251,3.01456
4,False,3,46,70,276,3.00767
4,False,3,47,70,282,3.0074
4,False,3,48,70,275,3.00475
4,False,3,49,70,270,3.00911
4,False,3,50,70,273,3.00505
4,False,3,51,70,281,3.00711
4,False,3,52,70,277,3.01994
4,False,3,53,70,296,3.00547
4,False,3,54,70,296,3.00865
4,False,3,55,70,297,3.0186
4,False,3,56,70,311,3.01049
4,False,3,57,70,329,3.01739
4,False,3,58,70,336,3.00849
4,False,3,59,70,342,3.01377
4,False,3,60,70,333,3.00863
4,False,3,61,70,358,3.00883
4,False,3,62,70,385,3.01857
4,False,3,63,70,440,3.01722
4,False,3,64,70,497,3.02804
4,False,3,65,70,614,3.0144
4,False,3,66,70,684,3.02783
4,False,3,67,70,1152,3.01945
4,False,3,68,70,353,3.04486
4,False,3,69,70,283,3.01001
4,False,3,70,70,282,3.01401
4,False,3,71,70,284,3.0157
4,False,3,72,70,314,3.01462
4,False,3,73,70,300,3.00962
4,False,3,74,70,299,3.01723
4,False,3,75,70,300,3.0115
4,False,3,76,70,295,3.01345
4,False,3,77,70,292,3.01973
4,False,3,78,70,316,3.01112
4,False,3,79,70,272,3.01834
4,False,3,80,70,311,3.0069
4,False,3,81,70,336,3.00644
4,False,3,82,70,316,3.00937
4,False,3,83,70,337,3.0099
4,False,3,84,70,334,3.0078
4,False,3,85,70,327,3.02237
4,False,3,86,70,348,3.01092
4,False,3,87,70,376,3.01471
4,False,3,88,70,373,3.01891
4,False,3,89,70,419,3.01292
4,False,3,90,70,456,3.01475
4,False,3,91,70,487,3.02664
4,False,3,92,70,537,3.02378
4,False,3,93,70,656,3.02111
4,False,3,94,70,790,3.0243
4,False,3,95,70,1116,3.02217
4,False,3,96,70,353,3.07734
4,False,3,97,70,295,3.01287
4,False,3,98,70,299,3.02502
4,False,3,99,70,310,3.00944
4,False,3,100,70,310,3.00929
4,False,3,101,70,315,3.01851
4,False,3,102,70,291,3.03509
4,False,3,103,70,286,3.02321
4,False,3,104,70,301,3.02186
4,False,3,105,70,316,3.01147
4,False,3,106,70,281,3.02473
4,False,3,107,70,305,3.00948
4,False,3,108,70,328,3.03027
4,False,3,109,70,360,3.0095
4,False,3,110,70,340,3.01326
4,False,3,111,70,364,3.01929
4,False,3,112,70,372,3.01518
4,False,3,113,70,374,3.01333
4,False,3,114,70,389,3.01054
4,False,3,115,70,439,3.01338
4,False,3,116,70,467,3.0347
4,False,3,117,70,575,3.02195
4,False,3,118,70,658,3.0201
4,False,3,119,70,718,3.02144
4,False,3,120,70,1115,3.03782
4,False,3,121,70,366,3.05357
4,False,3,122,70,305,3.01483
4,False,3,123,70,306,3.01822
4,False,3,124,70,297,3.01733
4,False,3,125,70,289,3.01405
4,False,3,126,70,318,3.02019
4,False,3,127,70,334,3.01834
4,False,3,128,70,313,3.01137
4,False,3,129,70,314,3.01731
4,False,3,130,70,318,3.03102
4,False,3,131,70,317,3.02221
4,False,3,132,70,325,3.02032
4,False,3,133,70,363,3.02137
4,False,3,134,70,372,3.01774
4,False,3,135,70,360,3.01803
4,False,3,136,70,380,3.01856
4,False,3,137,70,406,3.01588
4,False,3,138,70,418,3.02236
4,False,3,139,70,430,3.01534
4,False,3,140,70,445,3.01477
4,False,3,141,70,499,3.02046
4,False,3,142,70,514,3.01661
4,False,3,143,70,637,3.02833
4,False,3,144,70,752,3.02458
4,False,3,145,70,992,3.04081
4,False,3,146,70,356,3.05961
4,False,3,147,70,334,3.02408
4,False,3,148,70,356,3.0269
4,False,3,149,70,371,3.01615
4,False,3,150,70,362,3.0148
4,False,3,151,70,368,3.01751
0,False,3,1,10,205,3.01215
0,False,3,2,10,234,3.0059
0,False,3,3,60,246,3.01399
0,False,3,4,60,230,3.01296
0,False,3,5,150,292,3.00147
0,False,3,6,160,314,3.01029
0,False,3,7,160,317,3.0064
0,False,3,8,160,330,3.0188
0,False,3,9,160,350,3.00319
1,False,3,1,10,134,3.01068
1,False,3,2,10,137,3.00045
1,False,3,3,10,141,3.00197
1,False,3,4,10,140,3.00821
1,False,3,5,10,134,3.00953
1,False,3,6,10,134,3.00493
1,False,3,7,10,141,3.01427
1,False,3,8,10,143,3.00307
1,False,3,9,10,136,3.02539
1,False,3,10,10,132,3.00307
1,False,3,11,10,148,3.01377
1,False,3,12,10,146,3.01124
1,False,3,13,10,145,3.01391
1,False,3,14,10,138,3.01389
1,False,3,15,10,142,3.01384
1,False,3,16,20,158,3.01574
1,False,3,17,20,156,3.01833
1,False,3,18,20,150,3.03019
1,False,3,19,20,146,3.01183
1,False,3,20,20,132,3.01589
1,False,3,21,20,146,3.0087
1,False,3,22,20,165,3.00554
1,False,3,23,30,167,3.02371
1,False,3,24,30,158,3.00779
1,False,3,25,30,160,3.01704
1,False,3,26,30,156,3.00522
1,False,3,27,30,158,3.00136
1,False,3,28,-50,161,3.01866
1,False,3,29,40,167,3.00576
1,False,3,30,40,181,3.00485
1,False,3,31,40,178,3.02268
1,False,3,32,40,171,3.00384
1,False,3,33,40,170,3.02051
1,False,3,34,40,175,3.00612
1,False,3,35,40,179,3.00904
1,False,3,36,40,187,3.0197
1,False,3,37,40,191,3.01622
1,False,3,38,40,192,3.00591
1,False,3,39,40,193,3.00663
1,False,3,40,40,189,3.01144
1,False,3,41,40,183,3.00696
1,False,3,42,40,207,3.01306
1,False,3,43,40,205,3.00644
1,False,3,44,40,223,3.00425
1,False,3,45,40,212,3.00865
1,False,3,46,40,224,3.00873
1,False,3,47,40,230,3.01228
1,False,3,48,40,279,3.01489
1,False,3,49,40,273,3.02139
1,False,3,50,40,331,3.02178
1,False,3,51,40,307,3.00803
1,False,3,52,40,509,3.00995
1,False,3,53,40,205,3.02117
1,False,3,54,40,183,3.01223
1,False,3,55,50,202,3.00523
1,False,3,56,50,189,3.01277
1,False,3,57,50,186,3.02036
1,False,3,58,50,187,3.00671
1,False,3,59,130,188,3.02177
1,False,3,60,130,195,3.00541
1,False,3,61,130,201,3.01062
1,False,3,62,130,203,3.00777
1,False,3,63,130,207,3.02154
1,False,3,64,130,203,3.00837
1,False,3,65,130,211,3.0157
1,False,3,66,130,229,3.00615
1,False,3,67,130,223,3.0179
1,False,3,68,130,230,3.00932
1,False,3,69,130,233,3.01581
1,False,3,70,130,246,3.00874
1,False,3,71,130,251,3.01446
1,False,3,72,130,244,3.01955
1,False,3,73,130,264,3.01006
1,False,3,74,130,250,3.01672
1,False,3,75,130,285,3.00887
1,False,3,76,130,320,3.01854
1,False,3,77,130,341,3.01993
1,False,3,78,130,383,3.02205
1,False,3,79,130,398,3.0151
1,False,3,80,130,482,3.0176
1,False,3,81,130,692,3.04236
1,False,3,82,130,987,3.02744
1,False,3,83,130,306,3.03342
1,False,3,84,140,213,3.00848
1,False,3,85,150,233,3.02331
1,False,3,86,150,241,3.01183
1,False,3,87,150,237,3.01221
1,False,3,88,150,238,3.00817
1,False,3,89,150,245,3.01061
1,False,3,90,150,241,3.01349
1,False,3,91,150,238,3.02568
1,False,3,92,150,246,3.00923
1,False,3,93,150,248,3.01413
1,False,3,94,150,233,3.00814
1,False,3,95,150,246,3.0118
1,False,3,96,150,260,3.01796
1,False,3,97,150,260,3.0172
1,False,3,98,150,270,3.02116
1,False,3,99,150,262,3.01131
1,False,3,100,150,289,3.0184
