Endgame, White, Parameter, Move,processing_time
0,False,4,1,0.0002621
0,False,4,2,0.0002525
0,False,4,3,0.000468
0,False,4,4,0.000565
0,False,4,5,0.0005401
0,False,4,6,0.0005157
0,False,4,7,0.0004999
0,False,4,8,0.0006252
0,False,4,9,0.0005414
0,False,4,10,0.0006578
0,False,4,11,0.0007978
0,False,4,12,0.0009659
0,False,4,13,0.0006698
0,False,4,14,0.0013018
0,False,4,15,0.0006336
0,False,4,16,0.0007918
0,False,4,17,0.0006659
0,False,4,18,0.0007048
0,False,4,19,0.0010532
0,False,4,20,0.0007229
0,False,4,21,0.001143
0,False,4,22,0.0010986
0,False,4,23,0.000825
0,False,4,24,0.000805
0,False,4,25,0.0009224
0,False,4,26,0.0011055
0,False,4,27,0.0010403
0,False,4,28,0.0009783
0,False,4,29,0.016224
0,False,4,30,0.020658
0,False,4,31,0.0263661
0,False,4,32,0.024199
0,False,4,33,0.0212799
0,False,4,34,0.0105333
0,False,4,35,0.0115207
0,False,4,36,0.0099782
0,False,4,37,0.0112838
0,False,4,38,0.0112564
0,False,4,39,0.0114657
0,False,4,40,0.018197
0,False,4,41,0.01485
0,False,4,42,0.0169329
0,False,4,43,0.012475
0,False,4,44,0.0151547
0,False,4,45,0.0152169
0,False,4,46,0.0140315
0,False,4,47,0.0134355
0,False,4,48,0.0166417
0,False,4,49,0.0140585
0,False,4,50,0.0149749
0,False,4,51,0.015026
0,False,4,52,0.0167593
0,False,4,53,0.0194971
0,False,4,54,0.0197504
0,False,4,55,0.0183713
0,False,4,56,0.0169181
0,False,4,57,0.015255
0,False,4,58,0.0175964
0,False,4,59,0.0167765
0,False,4,60,0.0002259
0,False,4,61,0.0353897
0,False,4,62,0.0656995
0,False,4,63,0.0742009
0,False,4,64,0.121608
0,False,4,65,0.0084316
0,False,4,66,0.0229985
0,False,4,67,0.0436257
0,False,4,68,0.0390542
0,False,4,69,0.0162076
0,False,4,70,0.0331743
0,False,4,71,0.0218043
0,False,4,72,0.0122492
0,False,4,73,0.0050206
0,False,4,74,0.0070447
0,False,4,75,0.0075605
0,False,4,76,0.0071059
0,False,4,77,0.0050295
0,False,4,78,0.0066033
0,False,4,79,0.0054244
0,False,4,80,0.0069241
0,False,4,81,0.0055822
0,False,4,82,0.0074497
0,False,4,83,0.006317
0,False,4,84,0.0073252
0,False,4,85,0.0066177
0,False,4,86,0.0082061
0,False,4,87,0.0065486
0,False,4,88,0.0087496
0,False,4,89,0.0080764
0,False,4,90,0.01082
0,False,4,91,0.009148
0,False,4,92,0.0110687
0,False,4,93,0.0087212
0,False,4,94,0.0096072
0,False,4,95,0.0077482
0,False,4,96,0.0098405
0,False,4,97,0.0004658
0,False,4,98,0.420004
0,False,4,99,0.398348
0,False,4,100,0.808905
0,False,4,101,0.770247
0,False,4,102,1.18345
0,False,4,103,0.87085
0,False,4,104,2.00178
0,False,4,105,2.75535
0,False,4,106,4.12614
0,False,4,107,2.2183
0,False,4,108,2.0378
0,False,4,109,1.77772
0,False,4,110,1.16423
0,False,4,111,0.477894
0,False,4,112,3.01936
0,False,4,113,0.937887
0,False,4,114,1.3159
0,False,4,115,0.974443
0,False,4,116,0.747061
0,False,4,117,0.905646
0,False,4,118,0.817738
0,False,4,119,0.962455
0,False,4,120,0.822617
0,False,4,121,1.01299
0,False,4,122,0.876728
0,False,4,123,1.03843
0,False,4,124,0.907597
0,False,4,125,1.1313
0,False,4,126,0.93378
0,False,4,127,1.12508
0,False,4,128,0.986922
0,False,4,129,1.18395
0,False,4,130,1.04208
0,False,4,131,1.22622
0,False,4,132,1.04284
0,False,4,133,1.32406
0,False,4,134,1.08366
0,False,4,135,1.37484
0,False,4,136,1.1313
0,False,4,137,1.35839
0,False,4,138,1.24218
0,False,4,139,0.10152
0,False,4,140,0.0490157
0,False,4,141,1.01014
0,False,4,142,0.98403
0,False,4,143,1.18354
0,False,4,144,1.00444
0,False,4,145,1.22319
0,False,4,146,1.0595
0,False,4,147,1.25615
0,False,4,148,1.07444
0,False,4,149,1.27663
0,False,4,150,1.10848
0,False,4,151,1.32375
0,False,4,152,1.14615
