Endgame, White, Parameter, Move,evaluation_function
4,False,1,1,10
4,False,1,2,-60
4,False,1,3,30
4,False,1,4,30
4,False,1,5,30
4,False,1,6,40
4,False,1,7,40
4,False,1,8,40
4,False,1,9,30
4,False,1,10,30
4,False,1,11,30
4,False,1,12,30
4,False,1,13,30
4,False,1,14,30
4,False,1,15,30
4,False,1,16,30
4,False,1,17,30
4,False,1,18,30
4,False,1,19,30
4,False,1,20,30
4,False,1,21,30
4,False,1,22,30
4,False,1,23,30
4,False,1,24,30
4,False,1,25,30
4,False,1,26,30
4,False,1,27,30
4,False,1,28,30
4,False,1,29,30
4,False,1,30,30
4,False,1,31,30
4,False,1,32,30
4,False,1,33,30
4,False,1,34,30
4,False,1,35,10
4,False,1,36,10
4,False,1,37,10
4,False,1,38,10
4,False,1,39,0
4,False,1,40,-10
4,False,1,41,-20
4,False,1,42,-20
4,False,1,43,-20
4,False,1,44,-20
4,False,1,45,-20
4,False,1,46,-20
4,False,1,47,-20
4,False,1,48,-10
4,False,1,49,0
4,False,1,50,0
4,False,1,51,0
4,False,1,52,0
4,False,1,53,0
4,False,1,54,0
4,False,1,55,0
4,False,1,56,0
4,False,1,57,0
4,False,1,58,0
4,False,1,59,0
4,False,1,60,0
4,False,1,61,0
4,False,1,62,0
4,False,1,63,0
4,False,1,64,0
4,False,1,65,0
4,False,1,66,0
4,False,1,67,0
4,False,1,68,0
4,False,1,69,0
4,False,1,70,0
4,False,1,71,0
4,False,1,72,0
4,False,1,73,0
4,False,1,74,0
4,False,1,75,20
4,False,1,76,20
4,False,1,77,30
4,False,1,78,30
4,False,1,79,0
4,False,1,80,-80
4,False,1,81,-80
4,False,1,82,-80
4,False,1,83,-80
4,False,1,84,-80
4,False,1,85,-80
4,False,1,86,-80
4,False,1,87,-80
4,False,1,88,-80
4,False,1,89,-80
4,False,1,90,-80
4,False,1,91,-80
4,False,1,92,-80
4,False,1,93,-80
4,False,1,94,-80
4,False,1,95,-80
4,False,1,96,-80
4,False,1,97,-80
4,False,1,98,-80
4,False,1,99,-80
4,False,1,100,-80
4,False,1,101,-80
4,False,1,102,-80
4,False,1,103,-80
4,False,1,104,-80
4,False,1,105,-80
4,False,1,106,-80
4,False,1,107,0
4,False,1,108,10
4,False,1,109,20
4,False,1,110,20
4,False,1,111,10
4,False,1,112,10
4,False,1,113,10
4,False,1,114,-20
4,False,1,115,-70
4,False,1,116,-80
4,False,1,117,-90
4,False,1,118,-90
4,False,1,119,-90
4,False,1,120,-90
4,False,1,121,-120
4,False,1,122,-120
4,False,1,123,-90
4,False,1,124,-90
4,False,1,125,-90
4,False,1,126,-90
4,False,1,127,-90
4,False,1,128,-90
4,False,1,129,-90
4,False,1,130,-90
4,False,1,131,-90
4,False,1,132,-90
4,False,1,133,-90
4,False,1,134,-90
4,False,1,135,-90
4,False,1,136,-90
4,False,1,137,-90
4,False,1,138,-90
4,False,1,139,-90
4,False,1,140,-90
4,False,1,141,-90
4,False,1,142,-90
4,False,1,143,-90
4,False,1,144,-90
4,False,1,145,-90
4,False,1,146,-90
4,False,1,147,-110
4,False,1,148,-90
4,False,1,149,-120
4,False,1,150,-90
4,False,1,151,-120
4,False,1,152,-90
4,False,1,153,-120
4,False,1,154,-90
4,False,1,155,-120
4,False,1,156,-90
4,False,1,157,-120
4,False,1,158,-90
4,False,1,159,-120
4,False,1,160,-90
4,False,1,161,-120
4,False,1,162,-90
4,False,1,163,-120
4,False,1,164,-90
4,False,1,165,-120
4,False,1,166,-90
4,False,1,167,-120
4,False,1,168,-90
4,False,1,169,-90
4,False,1,170,-90
4,False,1,171,-90
4,False,1,172,-90
4,False,1,173,-90
4,False,1,174,-90
4,False,1,175,-90
4,False,1,176,-90
4,False,1,177,-90
4,False,1,178,-90
4,False,1,179,-90
4,False,1,180,-90
4,False,1,181,-90
4,False,1,182,-90
4,False,1,183,-90
4,False,1,184,-90
4,False,1,185,-90
4,False,1,186,-90
4,False,1,187,-90
4,False,1,188,-90
4,False,1,189,-90
4,False,1,190,-90
4,False,1,191,-90
4,False,1,192,-90
4,False,1,193,-90
4,False,1,194,-80
4,False,1,195,-80
4,False,1,196,-90
4,False,1,197,-120
4,False,1,198,-90
4,False,1,199,-120
4,False,1,200,-90
4,False,1,201,-120
4,False,1,202,-90
4,False,1,203,-120
4,False,1,204,-90
4,False,1,205,-120
4,False,1,206,-90
4,False,1,207,-120
4,False,1,208,-90
4,False,1,209,-120
4,False,1,210,-90
4,False,1,211,-120
4,False,1,212,-90
4,False,1,213,-120
4,False,1,214,-90
4,False,1,215,-120
4,False,1,216,-90
4,False,1,217,-120
4,False,1,218,-90
4,False,1,219,-90
4,False,1,220,-90
4,False,1,221,-90
4,False,1,222,-110
4,False,1,223,-90
4,False,1,224,-90
4,False,1,225,-90
4,False,1,226,-90
4,False,1,227,-90
4,False,1,228,-90
4,False,1,229,-90
4,False,1,230,-90
4,False,1,231,-90
4,False,1,232,-90
4,False,1,233,-90
4,False,1,234,-90
4,False,1,235,-90
4,False,1,236,-90
4,False,1,237,-90
4,False,1,238,-90
4,False,1,239,-90
4,False,1,240,-90
4,False,1,241,-90
4,False,1,242,-90
4,False,1,243,-90
4,False,1,244,-80
4,False,1,245,-160
4,False,1,246,-160
4,False,1,247,-160
4,False,1,248,-160
4,False,1,249,-160
4,False,1,250,-160
4,False,1,251,-160
4,False,1,252,-160
4,False,1,253,-160
4,False,1,254,-160
4,False,1,255,-160
4,False,1,256,-160
4,False,1,257,-160
4,False,1,258,-160
4,False,1,259,-160
4,False,1,260,-160
4,False,1,261,-160
4,False,1,262,-160
4,False,1,263,-160
4,False,1,264,-160
4,False,1,265,-160
4,False,1,266,-160
4,False,1,267,-160
4,False,1,268,-160
4,False,1,269,-160
