Endgame, White, Parameter, Move,evaluation_function
0,True,3,1,10
0,True,3,2,10
0,True,3,3,10
0,True,3,4,10
0,True,3,5,10
0,True,3,6,10
0,True,3,7,10
0,True,3,8,10
0,True,3,9,10
0,True,3,10,10
0,True,3,11,10
0,True,3,12,10
0,True,3,13,10
0,True,3,14,10
0,True,3,15,10
0,True,3,16,10
0,True,3,17,10
0,True,3,18,10
0,True,3,19,10
0,True,3,20,10
0,True,3,21,10
0,True,3,22,10
0,True,3,23,10
0,True,3,24,10
0,True,3,25,10
0,True,3,26,10
0,True,3,27,10
0,True,3,28,10
0,True,3,29,0
0,True,3,30,60
0,True,3,31,50
0,True,3,32,10
0,True,3,33,10
0,True,3,34,10
0,True,3,35,0
0,True,3,36,0
0,True,3,37,0
0,True,3,38,0
0,True,3,39,0
0,True,3,40,0
0,True,3,41,0
0,True,3,42,0
0,True,3,43,0
0,True,3,44,0
0,True,3,45,0
0,True,3,46,0
0,True,3,47,0
0,True,3,48,0
0,True,3,49,0
0,True,3,50,0
0,True,3,51,0
0,True,3,52,0
0,True,3,53,0
0,True,3,54,0
0,True,3,55,0
0,True,3,56,0
0,True,3,57,0
0,True,3,58,0
0,True,3,59,0
0,True,3,60,0
0,True,3,61,10
0,True,3,62,0
0,True,3,63,0
0,True,3,64,-10
0,True,3,65,-40
0,True,3,66,40
0,True,3,67,40
0,True,3,68,40
0,True,3,69,50
0,True,3,70,50
0,True,3,71,50
0,True,3,72,90
0,True,3,73,90
0,True,3,74,90
0,True,3,75,90
0,True,3,76,90
0,True,3,77,90
0,True,3,78,90
0,True,3,79,90
0,True,3,80,90
0,True,3,81,90
0,True,3,82,90
0,True,3,83,90
0,True,3,84,90
0,True,3,85,90
0,True,3,86,90
0,True,3,87,90
0,True,3,88,90
0,True,3,89,90
0,True,3,90,90
0,True,3,91,90
0,True,3,92,90
0,True,3,93,90
0,True,3,94,90
0,True,3,95,90
0,True,3,96,90
0,True,3,97,90
0,True,3,98,0
0,True,3,99,20
0,True,3,100,10
0,True,3,101,10
0,True,3,102,60
0,True,3,103,10
0,True,3,104,0
0,True,3,105,0
0,True,3,106,0
0,True,3,107,0
0,True,3,108,0
0,True,3,109,0
0,True,3,110,0
0,True,3,111,-40
0,True,3,112,-30
0,True,3,113,-30
0,True,3,114,-30
0,True,3,115,-80
0,True,3,116,-80
0,True,3,117,-80
0,True,3,118,-80
0,True,3,119,-80
0,True,3,120,-80
0,True,3,121,-80
0,True,3,122,-80
0,True,3,123,-80
0,True,3,124,-80
0,True,3,125,-80
