Endgame, White, Parameter, Move,number_of_evaluations
3,False,5,1,8
3,False,5,2,8
3,False,5,3,7
3,False,5,4,7
3,False,5,5,7
3,False,5,6,6
3,False,5,7,7
3,False,5,8,6
3,False,5,9,6
3,False,5,10,7
3,False,5,11,6
3,False,5,12,6
3,False,5,13,4
3,False,5,14,6
3,False,5,15,4
3,False,5,16,6
3,False,5,17,4
3,False,5,18,6
3,False,5,19,4
3,False,5,20,6
3,False,5,21,4
3,False,5,22,6
3,False,5,23,4
3,False,5,24,6
3,False,5,25,4
3,False,5,26,6
3,False,5,27,4
3,False,5,28,6
3,False,5,29,4
3,False,5,30,6
3,False,5,31,4
3,False,5,32,6
3,False,5,33,4
3,False,5,34,6
3,False,5,35,19
3,False,5,36,23
3,False,5,37,21
3,False,5,38,23
3,False,5,39,19
3,False,5,40,43
3,False,5,41,31
3,False,5,42,24
3,False,5,43,20
3,False,5,44,28
3,False,5,45,20
3,False,5,46,21
3,False,5,47,27
3,False,5,48,30
3,False,5,49,43
3,False,5,50,71
3,False,5,51,25
3,False,5,52,71
3,False,5,53,25
3,False,5,54,71
3,False,5,55,25
3,False,5,56,71
3,False,5,57,25
3,False,5,58,71
3,False,5,59,25
3,False,5,60,71
3,False,5,61,25
3,False,5,62,71
3,False,5,63,25
3,False,5,64,71
3,False,5,65,25
3,False,5,66,71
3,False,5,67,25
3,False,5,68,71
3,False,5,69,25
3,False,5,70,71
3,False,5,71,25
3,False,5,72,71
3,False,5,73,25
3,False,5,74,15
3,False,5,75,170
3,False,5,76,186
3,False,5,77,190
3,False,5,78,184
3,False,5,79,110
3,False,5,80,62
3,False,5,81,63
3,False,5,82,265
3,False,5,83,150
3,False,5,84,158
3,False,5,85,148
3,False,5,86,158
3,False,5,87,148
3,False,5,88,158
3,False,5,89,148
3,False,5,90,158
3,False,5,91,148
3,False,5,92,158
3,False,5,93,148
3,False,5,94,158
3,False,5,95,148
3,False,5,96,158
3,False,5,97,148
3,False,5,98,158
3,False,5,99,148
3,False,5,100,158
3,False,5,101,148
3,False,5,102,158
3,False,5,103,148
3,False,5,104,158
3,False,5,105,148
3,False,5,106,158
3,False,5,107,22
3,False,5,108,342
3,False,5,109,1219
3,False,5,110,351
3,False,5,111,426
3,False,5,112,806
3,False,5,113,771
3,False,5,114,1491
3,False,5,115,706
3,False,5,116,2211
3,False,5,117,9059
3,False,5,118,1591
3,False,5,119,1219
3,False,5,120,3269
3,False,5,121,1246
3,False,5,122,2684
3,False,5,123,1086
3,False,5,124,991
3,False,5,125,1305
3,False,5,126,991
3,False,5,127,1305
3,False,5,128,991
3,False,5,129,1305
3,False,5,130,991
3,False,5,131,1305
3,False,5,132,991
3,False,5,133,1305
3,False,5,134,991
3,False,5,135,1305
3,False,5,136,991
3,False,5,137,1305
3,False,5,138,991
3,False,5,139,1305
3,False,5,140,991
3,False,5,141,1305
3,False,5,142,991
3,False,5,143,1305
3,False,5,144,187
3,False,5,145,1755
3,False,5,146,2030
3,False,5,147,9538
3,False,5,148,3763
3,False,5,149,1629
3,False,5,150,1464
3,False,5,151,1629
3,False,5,152,1464
3,False,5,153,1629
3,False,5,154,1464
3,False,5,155,1629
3,False,5,156,1464
3,False,5,157,1629
3,False,5,158,1464
3,False,5,159,1629
3,False,5,160,1464
3,False,5,161,1629
3,False,5,162,1464
3,False,5,163,1629
3,False,5,164,1464
3,False,5,165,1629
3,False,5,166,1464
3,False,5,167,1629
3,False,5,168,1464
3,False,5,169,536
3,False,5,170,2060
3,False,5,171,1234
3,False,5,172,1155
3,False,5,173,1234
3,False,5,174,1155
3,False,5,175,1234
3,False,5,176,1155
3,False,5,177,1234
3,False,5,178,1155
3,False,5,179,1234
3,False,5,180,1155
3,False,5,181,1234
3,False,5,182,1155
3,False,5,183,1234
3,False,5,184,1155
3,False,5,185,1234
3,False,5,186,1155
3,False,5,187,1234
3,False,5,188,1155
3,False,5,189,1234
3,False,5,190,1155
3,False,5,191,1234
3,False,5,192,1155
3,False,5,193,1234
3,False,5,194,263
3,False,5,195,901
3,False,5,196,1666
3,False,5,197,1123
3,False,5,198,1999
3,False,5,199,1123
3,False,5,200,1999
3,False,5,201,1123
3,False,5,202,1999
3,False,5,203,1123
3,False,5,204,1999
3,False,5,205,1123
3,False,5,206,1999
3,False,5,207,1123
3,False,5,208,1999
3,False,5,209,1123
3,False,5,210,1999
3,False,5,211,1123
3,False,5,212,1999
3,False,5,213,1123
3,False,5,214,1999
3,False,5,215,1123
3,False,5,216,1999
3,False,5,217,1123
3,False,5,218,1999
3,False,5,219,321
3,False,5,220,1993
3,False,5,221,13847
3,False,5,222,3126
3,False,5,223,1300
3,False,5,224,1400
3,False,5,225,1147
3,False,5,226,1400
3,False,5,227,1147
3,False,5,228,1400
3,False,5,229,1147
3,False,5,230,1400
3,False,5,231,1147
3,False,5,232,1400
3,False,5,233,1147
3,False,5,234,1400
3,False,5,235,1147
3,False,5,236,1400
3,False,5,237,1147
3,False,5,238,1400
3,False,5,239,1147
3,False,5,240,1400
3,False,5,241,1147
3,False,5,242,1400
3,False,5,243,1147
3,False,5,244,420
3,False,5,245,2864
3,False,5,246,3593
3,False,5,247,1845
3,False,5,248,3593
3,False,5,249,1845
3,False,5,250,3593
3,False,5,251,1845
3,False,5,252,3593
3,False,5,253,1845
3,False,5,254,3593
3,False,5,255,1845
3,False,5,256,3593
3,False,5,257,1845
3,False,5,258,3593
3,False,5,259,1845
3,False,5,260,3593
3,False,5,261,1845
3,False,5,262,3593
3,False,5,263,1845
3,False,5,264,3593
3,False,5,265,1845
3,False,5,266,3593
3,False,5,267,1845
