Endgame, White, Parameter, Move,evaluation_function
0,False,5,1,10
0,False,5,2,10
0,False,5,3,10
0,False,5,4,10
0,False,5,5,10
0,False,5,6,10
0,False,5,7,10
0,False,5,8,10
0,False,5,9,10
0,False,5,10,10
0,False,5,11,10
0,False,5,12,10
0,False,5,13,10
0,False,5,14,10
0,False,5,15,10
0,False,5,16,10
0,False,5,17,10
0,False,5,18,10
0,False,5,19,10
0,False,5,20,10
0,False,5,21,10
0,False,5,22,10
0,False,5,23,10
0,False,5,24,10
0,False,5,25,10
0,False,5,26,10
0,False,5,27,10
0,False,5,28,10
0,False,5,29,10
0,False,5,30,0
0,False,5,31,0
0,False,5,32,0
0,False,5,33,0
0,False,5,34,0
0,False,5,35,0
0,False,5,36,0
0,False,5,37,0
0,False,5,38,0
0,False,5,39,0
0,False,5,40,0
0,False,5,41,0
0,False,5,42,0
0,False,5,43,0
0,False,5,44,0
0,False,5,45,0
0,False,5,46,0
0,False,5,47,0
0,False,5,48,0
0,False,5,49,0
0,False,5,50,0
0,False,5,51,0
0,False,5,52,0
0,False,5,53,0
0,False,5,54,0
0,False,5,55,0
0,False,5,56,0
0,False,5,57,0
0,False,5,58,0
0,False,5,59,0
0,False,5,60,0
0,False,5,61,0
0,False,5,62,0
0,False,5,63,-10
0,False,5,64,-40
0,False,5,65,40
0,False,5,66,40
0,False,5,67,40
0,False,5,68,50
0,False,5,69,50
0,False,5,70,50
0,False,5,71,90
0,False,5,72,90
0,False,5,73,90
0,False,5,74,90
0,False,5,75,90
0,False,5,76,90
0,False,5,77,90
0,False,5,78,90
0,False,5,79,90
0,False,5,80,90
0,False,5,81,90
0,False,5,82,90
0,False,5,83,90
0,False,5,84,90
0,False,5,85,90
0,False,5,86,90
0,False,5,87,90
0,False,5,88,90
0,False,5,89,90
0,False,5,90,90
0,False,5,91,90
0,False,5,92,90
0,False,5,93,90
0,False,5,94,90
0,False,5,95,90
0,False,5,96,90
0,False,5,97,0
0,False,5,98,10
0,False,5,99,10
0,False,5,100,10
0,False,5,101,100
0,False,5,102,960
0,False,5,103,0
0,False,5,104,-10
0,False,5,105,0
0,False,5,106,-10
0,False,5,107,0
0,False,5,108,0
