Endgame, White, Parameter, Move,evaluation_function
0,False,4,1,10
0,False,4,2,10
0,False,4,3,10
0,False,4,4,10
0,False,4,5,10
0,False,4,6,10
0,False,4,7,10
0,False,4,8,10
0,False,4,9,10
0,False,4,10,10
0,False,4,11,10
0,False,4,12,10
0,False,4,13,10
0,False,4,14,10
0,False,4,15,10
0,False,4,16,10
0,False,4,17,10
0,False,4,18,10
0,False,4,19,10
0,False,4,20,10
0,False,4,21,10
0,False,4,22,10
0,False,4,23,10
0,False,4,24,10
0,False,4,25,10
0,False,4,26,10
0,False,4,27,10
0,False,4,28,10
0,False,4,29,10
0,False,4,30,0
0,False,4,31,0
0,False,4,32,0
0,False,4,33,0
0,False,4,34,0
0,False,4,35,0
0,False,4,36,0
0,False,4,37,0
0,False,4,38,0
0,False,4,39,0
0,False,4,40,0
0,False,4,41,0
0,False,4,42,0
0,False,4,43,0
0,False,4,44,0
0,False,4,45,0
0,False,4,46,0
0,False,4,47,0
0,False,4,48,0
0,False,4,49,0
0,False,4,50,0
0,False,4,51,0
0,False,4,52,0
0,False,4,53,0
0,False,4,54,0
0,False,4,55,0
0,False,4,56,0
0,False,4,57,0
0,False,4,58,0
0,False,4,59,0
0,False,4,60,0
0,False,4,61,0
0,False,4,62,0
0,False,4,63,-10
0,False,4,64,-40
0,False,4,65,40
0,False,4,66,40
0,False,4,67,40
0,False,4,68,50
0,False,4,69,50
0,False,4,70,50
0,False,4,71,90
0,False,4,72,90
0,False,4,73,90
0,False,4,74,90
0,False,4,75,90
0,False,4,76,90
0,False,4,77,90
0,False,4,78,90
0,False,4,79,90
0,False,4,80,90
0,False,4,81,90
0,False,4,82,90
0,False,4,83,90
0,False,4,84,90
0,False,4,85,90
0,False,4,86,90
0,False,4,87,90
0,False,4,88,90
0,False,4,89,90
0,False,4,90,90
0,False,4,91,90
0,False,4,92,90
0,False,4,93,90
0,False,4,94,90
0,False,4,95,90
0,False,4,96,90
0,False,4,97,0
0,False,4,98,10
0,False,4,99,10
0,False,4,100,10
0,False,4,101,100
0,False,4,102,960
0,False,4,103,0
0,False,4,104,-10
0,False,4,105,0
0,False,4,106,-10
0,False,4,107,0
0,False,4,108,0
0,False,4,109,-30
0,False,4,110,-30
0,False,4,111,-40
0,False,4,112,-40
0,False,4,113,-80
0,False,4,114,-80
0,False,4,115,-90
0,False,4,116,-90
0,False,4,117,-90
0,False,4,118,-90
0,False,4,119,-90
0,False,4,120,-90
0,False,4,121,-90
0,False,4,122,-90
0,False,4,123,-90
0,False,4,124,-90
0,False,4,125,-90
0,False,4,126,-90
0,False,4,127,-90
0,False,4,128,-90
0,False,4,129,-90
0,False,4,130,-90
0,False,4,131,-90
0,False,4,132,-90
