Endgame, White, Parameter, Move,number_of_evaluations
0,True,5,1,287
0,True,5,2,189
0,True,5,3,68
0,True,5,4,61
0,True,5,5,69
0,True,5,6,53
0,True,5,7,52
0,True,5,8,51
0,True,5,9,52
0,True,5,10,51
0,True,5,11,52
0,True,5,12,51
0,True,5,13,52
0,True,5,14,51
0,True,5,15,52
0,True,5,16,51
0,True,5,17,52
0,True,5,18,51
0,True,5,19,52
0,True,5,20,51
0,True,5,21,52
0,True,5,22,51
0,True,5,23,52
0,True,5,24,51
0,True,5,25,52
0,True,5,26,51
0,True,5,27,52
0,True,5,28,51
0,True,5,29,1
0,True,5,30,92
0,True,5,31,135
0,True,5,32,74
0,True,5,33,49
0,True,5,34,49
0,True,5,35,140
0,True,5,36,109
0,True,5,37,49
0,True,5,38,108
0,True,5,39,117
0,True,5,40,108
0,True,5,41,117
0,True,5,42,108
0,True,5,43,117
0,True,5,44,108
0,True,5,45,117
0,True,5,46,108
0,True,5,47,117
0,True,5,48,108
0,True,5,49,117
0,True,5,50,108
0,True,5,51,117
0,True,5,52,108
0,True,5,53,117
0,True,5,54,108
0,True,5,55,117
0,True,5,56,108
0,True,5,57,117
0,True,5,58,108
0,True,5,59,117
0,True,5,60,36
0,True,5,61,287
0,True,5,62,481
0,True,5,63,651
0,True,5,64,739
0,True,5,65,52
0,True,5,66,21
0,True,5,67,55
0,True,5,68,104
0,True,5,69,84
0,True,5,70,19
0,True,5,71,25
0,True,5,72,85
0,True,5,73,55
0,True,5,74,52
0,True,5,75,55
0,True,5,76,54
0,True,5,77,49
0,True,5,78,48
0,True,5,79,49
0,True,5,80,48
0,True,5,81,49
0,True,5,82,48
0,True,5,83,49
0,True,5,84,48
0,True,5,85,49
0,True,5,86,48
0,True,5,87,49
0,True,5,88,48
0,True,5,89,49
0,True,5,90,48
0,True,5,91,49
0,True,5,92,48
0,True,5,93,49
0,True,5,94,48
0,True,5,95,49
0,True,5,96,48
0,True,5,97,49
0,True,5,98,1
0,True,5,99,108
0,True,5,100,144
0,True,5,101,98
0,True,5,102,51
0,True,5,103,287
0,True,5,104,481
0,True,5,105,651
0,True,5,106,701
0,True,5,107,517
0,True,5,108,398
0,True,5,109,218
0,True,5,110,169
0,True,5,111,123
0,True,5,112,54
0,True,5,113,40
0,True,5,114,28
0,True,5,115,121
0,True,5,116,36
0,True,5,117,35
0,True,5,118,36
0,True,5,119,35
0,True,5,120,36
0,True,5,121,35
0,True,5,122,36
0,True,5,123,35
0,True,5,124,36
0,True,5,125,35
0,True,5,126,36
0,True,5,127,35
0,True,5,128,36
0,True,5,129,35
0,True,5,130,36
0,True,5,131,35
0,True,5,132,36
0,True,5,133,35
0,True,5,134,36
