Endgame, White, Parameter, Move,evaluation_function
1,False,3,1,10
1,False,3,2,-60
1,False,3,3,30
1,False,3,4,30
1,False,3,5,30
1,False,3,6,40
1,False,3,7,40
1,False,3,8,40
1,False,3,9,30
1,False,3,10,30
1,False,3,11,30
1,False,3,12,30
1,False,3,13,30
1,False,3,14,30
1,False,3,15,30
1,False,3,16,30
1,False,3,17,30
1,False,3,18,30
1,False,3,19,30
1,False,3,20,30
1,False,3,21,30
1,False,3,22,30
1,False,3,23,30
1,False,3,24,30
1,False,3,25,30
1,False,3,26,30
1,False,3,27,30
1,False,3,28,30
1,False,3,29,30
1,False,3,30,30
1,False,3,31,30
1,False,3,32,30
1,False,3,33,30
1,False,3,34,30
1,False,3,35,10
1,False,3,36,10
1,False,3,37,10
1,False,3,38,10
1,False,3,39,0
1,False,3,40,-10
1,False,3,41,-20
1,False,3,42,-20
1,False,3,43,-20
1,False,3,44,-20
1,False,3,45,-20
1,False,3,46,-20
1,False,3,47,-20
1,False,3,48,-10
1,False,3,49,0
1,False,3,50,0
1,False,3,51,0
1,False,3,52,0
1,False,3,53,0
1,False,3,54,0
1,False,3,55,0
1,False,3,56,0
1,False,3,57,0
1,False,3,58,0
1,False,3,59,0
1,False,3,60,0
1,False,3,61,0
1,False,3,62,0
1,False,3,63,0
1,False,3,64,0
1,False,3,65,0
1,False,3,66,0
1,False,3,67,0
1,False,3,68,0
1,False,3,69,0
1,False,3,70,0
1,False,3,71,0
1,False,3,72,0
1,False,3,73,0
1,False,3,74,0
1,False,3,75,20
1,False,3,76,20
1,False,3,77,30
1,False,3,78,30
1,False,3,79,0
1,False,3,80,-80
1,False,3,81,-80
1,False,3,82,-80
1,False,3,83,-80
1,False,3,84,-80
1,False,3,85,-80
1,False,3,86,-80
1,False,3,87,-80
1,False,3,88,-80
1,False,3,89,-80
1,False,3,90,-80
1,False,3,91,-80
1,False,3,92,-80
1,False,3,93,-80
1,False,3,94,-80
1,False,3,95,-80
1,False,3,96,-80
1,False,3,97,-80
1,False,3,98,-80
1,False,3,99,-80
1,False,3,100,-80
1,False,3,101,-80
1,False,3,102,-80
1,False,3,103,-80
1,False,3,104,-80
1,False,3,105,-80
1,False,3,106,-80
1,False,3,107,0
1,False,3,108,10
1,False,3,109,20
1,False,3,110,20
1,False,3,111,10
1,False,3,112,10
1,False,3,113,10
1,False,3,114,-20
1,False,3,115,-70
1,False,3,116,-80
1,False,3,117,-90
1,False,3,118,-90
1,False,3,119,-90
1,False,3,120,-90
1,False,3,121,-120
1,False,3,122,-120
1,False,3,123,-90
1,False,3,124,-90
1,False,3,125,-90
1,False,3,126,-90
1,False,3,127,-90
1,False,3,128,-90
1,False,3,129,-90
1,False,3,130,-90
1,False,3,131,-90
1,False,3,132,-90
1,False,3,133,-90
1,False,3,134,-90
1,False,3,135,-90
1,False,3,136,-90
1,False,3,137,-90
1,False,3,138,-90
1,False,3,139,-90
1,False,3,140,-90
1,False,3,141,-90
1,False,3,142,-90
1,False,3,143,-90
