Endgame, White, Parameter, Move,evaluation_function
0,False,5,1,10
0,False,5,2,10
0,False,5,3,10
0,False,5,4,10
0,False,5,5,20
0,False,5,6,20
0,False,5,7,20
0,False,5,8,20
