Endgame,White,Parameter,Move,Evaluation_Function,Nodes_Number,Time
4,True,3,13,-90,182,3.01007
4,True,3,14,-100,210,3.00245
4,True,3,15,-100,207,3.00744
4,True,3,16,-100,206,3.00787
4,True,3,17,-100,212,3.00955
4,True,3,18,-100,214,3.00963
4,True,3,19,-100,256,3.00482
4,True,3,20,-100,210,3.00229
4,True,3,21,-100,226,3.01238
4,True,3,22,-110,281,3.00475
0,True,3,1,0,158,3.01838
0,True,3,2,0,188,3.00294
0,True,3,3,50,205,3.00215
0,True,3,4,-30,196,3.00562
0,True,3,5,-30,194,3.03086
0,True,3,6,-30,198,3.0063
0,True,3,7,-30,188,3.01073
0,True,3,8,-30,174,3.00965
0,True,3,9,-30,192,3.01712
0,True,3,10,-30,201,3.01021
0,True,3,11,-30,199,3.02137
0,True,3,12,-30,192,3.01323
0,True,3,13,-30,191,3.00877
0,True,3,14,-120,205,3.0075
1,True,3,1,10,120,3.02131
1,True,3,2,10,126,3.01287
1,True,3,3,-70,125,3.02478
1,True,3,4,-60,126,3.02517
1,True,3,5,-90,143,3.00838
1,True,3,6,-100,177,3.01696
1,True,3,7,-180,215,3.0253
1,True,3,8,-170,236,3.01242
2,True,3,1,10,150,3.01309
2,True,3,2,-70,145,3.0025
2,True,3,3,-70,158,3.01226
2,True,3,4,-80,162,3.00844
2,True,3,5,-80,162,3.01764
2,True,3,6,-10,180,3.00228
2,True,3,7,-10,220,3.01969
2,True,3,8,-100,243,3.01586
3,True,3,1,30,210,3.0068
3,True,3,2,-50,208,3.00653
3,True,3,3,-130,211,3.00234
3,True,3,4,-170,254,3.00939
3,True,3,5,-180,398,3.00691
3,True,3,6,-180,367,3.00544
4,True,3,1,40,155,3.01244
4,True,3,2,-40,147,3.01055
4,True,3,3,-40,154,3.01695
4,True,3,4,-50,176,3.01495
4,True,3,5,-100,203,3.01777
4,True,3,6,-100,223,3.01332
0,True,3,1,0,163,3.02085
0,True,3,2,-90,187,3.0181
0,True,3,3,-80,194,3.00946
0,True,3,4,-80,194,3.00607
0,True,3,5,-80,191,3.01647
1,True,3,1,10,125,3.00884
1,True,3,2,10,125,3.01758
1,True,3,3,10,142,3.01557
1,True,3,4,10,135,3.01196
1,True,3,5,-70,146,3.00659
1,True,3,6,-100,161,3.01463
1,True,3,7,-100,162,3.02126
1,True,3,8,-100,159,3.02004
1,True,3,9,-180,195,3.00298
1,True,3,10,-190,220,3.01921
2,True,3,1,40,137,3.0082
2,True,3,2,-40,147,3.00643
2,True,3,3,-40,149,3.02517
2,True,3,4,-50,171,3.01282
2,True,3,5,-50,170,3.00457
2,True,3,6,-50,177,3.00585
2,True,3,7,-50,164,3.01671
2,True,3,8,-50,175,3.01624
2,True,3,9,-50,180,3.00507
2,True,3,10,-50,182,3.01195
2,True,3,11,-50,190,3.01176
2,True,3,12,-50,173,3.01168
2,True,3,13,-50,169,3.01331
3,True,3,1,30,217,3.00402
3,True,3,2,-40,229,3.00147
3,True,3,3,-40,208,3.00713
3,True,3,4,-40,215,3.00378
3,True,3,5,-40,233,3.01082
3,True,3,6,-40,265,3.00823
4,True,3,1,40,151,3.01
4,True,3,2,-40,148,3.01217
4,True,3,3,-90,158,3.00391
4,True,3,4,-90,163,3.00971
4,True,3,5,-90,149,3.01237
4,True,3,6,-90,145,3.01707
4,True,3,7,-90,162,3.01301
4,True,3,8,-90,147,3.01546
4,True,3,9,-90,165,3.03721
4,True,3,10,-90,122,3.01812
4,True,3,11,-90,162,3.00141
4,True,3,12,-90,153,3.01223
4,True,3,13,-90,199,3.01311
0,True,3,1,0,162,3.01228
0,True,3,2,-90,157,3.00906
0,True,3,3,-90,171,3.01844
1,True,3,1,10,108,3.02572
1,True,3,2,10,111,3.01707
1,True,3,3,10,108,3.00766
1,True,3,4,10,122,3.0243
1,True,3,5,-70,114,3.00028
1,True,3,6,-70,131,3.01959
1,True,3,7,-70,132,3.00907
1,True,3,8,-70,118,3.01094
1,True,3,9,-70,125,3.03579
1,True,3,10,-70,129,3.00903
1,True,3,11,-70,121,3.00511
1,True,3,12,-70,123,3.00856
1,True,3,13,-70,119,3.0144
1,True,3,14,-70,97,3.05044
1,True,3,15,-70,96,3.02108
1,True,3,16,-70,119,3.02453
1,True,3,17,-70,102,3.02731
1,True,3,18,-70,115,3.00718
1,True,3,19,-70,126,3.01851
1,True,3,20,-70,124,3.00852
1,True,3,21,-70,125,3.00622
1,True,3,22,-70,130,3.01323
1,True,3,23,-70,131,3.02571
1,True,3,24,-70,145,3.00456
1,True,3,25,-70,133,3.00688
1,True,3,26,-80,139,3.00934
1,True,3,27,-80,139,3.01264
1,True,3,28,-90,143,3.01369
1,True,3,29,-170,131,3.01096
1,True,3,30,-200,198,3.00245
1,True,3,31,-210,194,3.03097
1,True,3,32,-210,219,3.02522
1,True,3,33,-210,234,3.02311
2,True,3,1,10,142,3.02288
2,True,3,2,-70,123,3.02888
2,True,3,3,-70,148,3.01691
2,True,3,4,-80,161,3.00397
2,True,3,5,-80,162,3.02507
2,True,3,6,-80,173,3.01376
2,True,3,7,-10,193,3.01645
2,True,3,8,-10,231,3.0182
2,True,3,9,-100,264,3.014
3,True,3,1,30,201,3.00649
3,True,3,2,-40,218,3.00649
3,True,3,3,-120,241,3.01279
3,True,3,4,-120,222,3.01054
4,True,3,1,40,147,3.01841
4,True,3,2,-40,152,3.00027
4,True,3,3,-40,154,3.01334
4,True,3,4,-40,169,3.00614
4,True,3,5,-90,172,3.02149
4,True,3,6,-90,186,3.00351
4,True,3,7,-90,176,3.00178
4,True,3,8,-90,177,3.00241
4,True,3,9,-90,173,3.01392
4,True,3,10,-90,167,3.01294
4,True,3,11,-90,166,3.01288
4,True,3,12,-90,179,3.01789
4,True,3,13,-90,165,3.01619
4,True,3,14,-90,168,3.03018
4,True,3,15,-90,173,3.01299
4,True,3,16,-90,170,3.01073
4,True,3,17,-90,168,3.01274
4,True,3,18,-90,175,3.01612
4,True,3,19,-90,164,3.01063
4,True,3,20,-90,160,3.02625
4,True,3,21,-90,142,3.00836
4,True,3,22,-100,152,3.01608
4,True,3,23,-100,190,3.00304
4,True,3,24,-100,191,3.00724
4,True,3,25,-100,183,3.00424
4,True,3,26,-100,172,3.01676
4,True,3,27,-100,169,3.00403
4,True,3,28,-100,199,3.01134
4,True,3,29,-100,181,3.01798
4,True,3,30,-100,165,3.01346
4,True,3,31,-100,179,3.00419
4,True,3,32,-100,180,3.00935
4,True,3,33,-100,163,3.01049
4,True,3,34,-100,206,3.01842
4,True,3,35,-100,210,3.00934
4,True,3,36,-100,174,3.02211
4,True,3,37,-100,186,3.02392
4,True,3,38,-100,196,3.00496
4,True,3,39,-100,191,3.00598
4,True,3,40,-100,194,3.00932
4,True,3,41,-100,182,3.00967
4,True,3,42,-100,241,3.01005
4,True,3,43,-100,284,3.00424
4,True,3,44,-100,319,3.0144
4,True,3,45,-100,374,3.01251
4,True,3,46,-100,184,3.01245
4,True,3,47,-100,180,3.01836
4,True,3,48,-100,193,3.00835
4,True,3,49,-100,185,3.00835
4,True,3,50,-100,196,3.01838
4,True,3,51,-100,199,3.02151
4,True,3,52,-100,210,3.0279
4,True,3,53,-100,200,3.01053
4,True,3,54,-100,204,3.01422
4,True,3,55,-100,201,3.01017
4,True,3,56,-100,210,3.00708
4,True,3,57,-100,208,3.00549
4,True,3,58,-100,211,3.02055
4,True,3,59,-100,209,3.00769
4,True,3,60,-100,224,3.02635
4,True,3,61,-110,239,3.01118
4,True,3,62,-110,243,3.01173
4,True,3,63,-110,251,3.02148
4,True,3,64,-110,237,3.014
4,True,3,65,-110,252,3.02195
4,True,3,66,-110,243,3.01757
4,True,3,67,-110,244,3.01422
4,True,3,68,-110,230,3.02062
4,True,3,69,-110,244,3.0135
4,True,3,70,-110,235,3.01617
4,True,3,71,-110,220,3.01811
4,True,3,72,-110,238,3.02024
4,True,3,73,-110,221,3.02274
4,True,3,74,-110,203,3.01625
4,True,3,75,-110,261,3.01448
4,True,3,76,-110,267,3.01124
4,True,3,77,-110,276,3.01966
4,True,3,78,-110,296,3.01094
4,True,3,79,-110,303,3.02384
4,True,3,80,-110,335,3.02399
4,True,3,81,-110,401,3.02312
4,True,3,82,-110,440,3.01511
4,True,3,83,-110,576,3.029
4,True,3,84,-110,735,3.02106
4,True,3,85,-110,288,3.06728
4,True,3,86,-110,188,3.03268
4,True,3,87,-110,212,3.00841
4,True,3,88,-110,230,3.01492
4,True,3,89,-110,213,3.01511
4,True,3,90,-110,217,3.01457
4,True,3,91,-110,216,3.01504
4,True,3,92,-110,237,3.04688
4,True,3,93,-110,223,3.02951
4,True,3,94,-110,249,3.02142
4,True,3,95,-110,209,3.01839
4,True,3,96,-110,227,3.02109
4,True,3,97,-110,242,3.01653
4,True,3,98,-110,264,3.01475
4,True,3,99,-110,298,3.0161
4,True,3,100,-110,283,3.01403
4,True,3,101,-110,310,3.02077
4,True,3,102,-110,268,3.02327
4,True,3,103,-110,297,3.01681
4,True,3,104,-110,330,3.03476
4,True,3,105,-110,339,3.01683
4,True,3,106,-110,393,3.01428
4,True,3,107,-110,460,3.0334
4,True,3,108,-110,453,3.02703
4,True,3,109,-110,627,3.02043
4,True,3,110,-110,892,3.04424
4,True,3,111,-110,316,3.04686
4,True,3,112,-110,256,3.01457
4,True,3,113,-110,253,3.01748
4,True,3,114,-110,255,3.01091
4,True,3,115,-110,236,3.01438
4,True,3,116,-110,220,3.01521
4,True,3,117,-110,224,3.02257
4,True,3,118,-110,232,3.02662
4,True,3,119,-110,278,3.01176
4,True,3,120,-110,272,3.01703
4,True,3,121,-110,270,3.0209
4,True,3,122,-110,260,3.0254
4,True,3,123,-110,273,3.01726
4,True,3,124,-110,261,3.02415
4,True,3,125,-110,302,3.0122
4,True,3,126,-110,319,3.01669
4,True,3,127,-110,288,3.01967
4,True,3,128,-110,315,3.02098
4,True,3,129,-110,331,3.04417
4,True,3,130,-110,361,3.09586
4,True,3,131,-110,413,3.04189
4,True,3,132,-110,505,3.03024
4,True,3,133,-110,537,3.03023
4,True,3,134,-110,603,3.03347
4,True,3,135,-110,987,3.03491
4,True,3,136,-110,332,3.07364
4,True,3,137,-190,302,3.01608
4,True,3,138,-190,346,3.02984
4,True,3,139,-190,373,3.12091
4,True,3,140,-190,359,3.18021
4,True,3,141,-190,366,3.12486
4,True,3,142,-190,411,3.10615
4,True,3,143,-190,404,3.10896
4,True,3,144,-190,411,3.13895
4,True,3,145,-190,416,3.11313
4,True,3,146,-190,427,3.12395
4,True,3,147,-190,444,3.12658
4,True,3,148,-190,411,3.12188
4,True,3,149,-190,355,3.16724
4,True,3,150,-190,423,3.11092
4,True,3,151,-190,435,3.14444
4,True,3,152,-190,429,3.13583
4,True,3,153,-190,354,3.24818
4,True,3,154,-190,497,3.11396
0,True,3,1,0,175,3.02217
0,True,3,2,0,174,3.00194
0,True,3,3,50,184,3.00749
0,True,3,4,-30,188,3.00387
0,True,3,5,-120,234,3.00891
0,True,3,6,-120,201,3.02034
0,True,3,7,-120,216,3.00823
0,True,3,8,-120,193,3.01132
0,True,3,9,-120,200,3.02021
0,True,3,10,-120,209,3.01491
0,True,3,11,-120,195,3.02548
0,True,3,12,-120,186,3.00441
0,True,3,13,-120,208,3.01832
0,True,3,14,-120,204,3.00435
0,True,3,15,-120,207,3.01484
0,True,3,16,-120,194,3.0126
0,True,3,17,-120,210,3.01116
0,True,3,18,-120,198,3.01052
0,True,3,19,-120,218,3.01403
0,True,3,20,-120,203,3.00524
0,True,3,21,-120,211,3.00628
0,True,3,22,-120,220,3.00877
1,True,3,1,10,115,3.02115
1,True,3,2,10,126,3.02666
1,True,3,3,0,123,3.01198
1,True,3,4,-10,143,3.01124
1,True,3,5,-40,154,3.03025
1,True,3,6,-120,145,3.03191
1,True,3,7,-120,128,3.00761
1,True,3,8,-120,152,3.00705
1,True,3,9,-120,159,3.01818
2,True,3,1,10,136,3.00699
2,True,3,2,-70,126,3.0028
2,True,3,3,-70,142,3.021
3,True,3,1,30,197,3.00226
3,True,3,2,-40,147,3.00769
3,True,3,3,-40,162,3.01932
3,True,3,4,-40,160,3.0069
3,True,3,5,-120,211,3.00654
3,True,3,6,-130,288,3.02069
3,True,3,7,-180,358,3.00093
3,True,3,8,-180,347,3.01693
3,True,3,9,-180,400,3.00805
3,True,3,10,-180,400,3.01427
3,True,3,11,-180,379,3.01851
3,True,3,12,-180,280,3.02823
3,True,3,13,-180,352,3.01343
3,True,3,14,-180,360,3.02573
4,True,3,1,40,133,3.01191
4,True,3,2,-40,146,3.02921
4,True,3,3,-40,139,3.00801
4,True,3,4,-40,136,3.00281
4,True,3,5,-90,134,3.03886
4,True,3,6,-90,132,3.05313
4,True,3,7,-90,171,3.00964
4,True,3,8,-90,169,3.02372
4,True,3,9,-90,226,3.02095
0,True,3,1,0,178,3.00764
0,True,3,2,-90,188,3.01742
0,True,3,3,-100,187,3.02114
0,True,3,4,-100,191,3.00626
0,True,3,5,-180,188,3.00974
0,True,3,6,-180,154,3.02897
0,True,3,7,-180,206,3.01368
0,True,3,8,-180,203,3.028
0,True,3,9,-180,204,3.01147
0,True,3,10,-180,238,3.01154
0,True,3,11,-180,206,3.03586
0,True,3,12,-180,237,3.00831
0,True,3,13,-180,220,3.01936
0,True,3,14,-180,236,3.01788
0,True,3,15,-180,237,3.01699
0,True,3,16,-180,240,3.02653
0,True,3,17,-180,253,3.00978
0,True,3,18,-180,211,3.02299
0,True,3,19,-180,253,3.02299
0,True,3,20,-180,234,3.02519
0,True,3,21,-180,259,3.01166
0,True,3,22,-180,215,3.01511
0,True,3,23,-180,263,3.02429
0,True,3,24,-180,282,3.03498
0,True,3,25,-180,343,3.01932
0,True,3,26,-180,355,3.02907
0,True,3,27,-180,409,3.03386
0,True,3,28,-180,601,3.02246
0,True,3,29,-180,104,3.05744
