Endgame,White,Parameter,Move,Evaluation_Function,Evaluation_Number,Time
2,True,5,26,1060,62210,3.14544
2,True,5,27,1060,63572,3.3197
2,True,5,28,1060,62210,3.32587
2,True,5,29,1060,63572,3.745
2,True,5,30,1060,62899,3.54262
2,True,5,31,1060,63572,4.15419
2,True,5,32,1060,62210,4.18309
2,True,5,33,1060,63572,5.2451
2,True,5,34,1060,62899,4.40259
2,True,5,35,1060,63572,4.56653
2,True,5,36,1060,62899,4.66772
2,True,5,37,1060,63572,4.87095
2,True,5,38,1060,62210,4.26922
2,True,5,39,1060,8893,0.603602
2,True,5,40,1060,3447,0.237712
2,True,5,41,1060,62851,4.1429
2,True,5,42,1060,78119,5.25081
2,True,5,43,1060,65197,4.37282
2,True,5,44,1060,62640,4.35012
2,True,5,45,1060,67603,5.14145
2,True,5,46,1060,74013,5.97602
2,True,5,47,1060,62243,5.3807
2,True,5,48,1060,74013,6.90466
2,True,5,49,1060,62243,5.52592
2,True,5,50,1060,74013,7.34355
2,True,5,51,1060,62243,6.46866
2,True,5,52,1060,74013,6.61517
2,True,5,53,1060,62243,5.34911
2,True,5,54,1060,76335,6.86471
2,True,5,55,1060,68761,5.92083
2,True,5,56,1060,64911,7.57179
2,True,5,57,1060,73519,7.22524
2,True,5,58,1060,72118,7.88253
2,True,5,59,1060,64630,5.92906
2,True,5,60,1140,72568,8.66258
2,True,5,61,1140,164468,15.0227
2,True,5,62,1140,148383,14.2756
2,True,5,63,1140,148066,14.6056
2,True,5,64,1220,121457,11.1783
2,True,5,65,1220,229198,19.358
2,True,5,66,1220,221914,20.1161
2,True,5,67,1220,229198,23.1906
2,True,5,68,1220,221914,19.5602
2,True,5,69,1220,229198,20.7839
2,True,5,70,1220,221914,24.6002
2,True,5,71,1220,229198,21.9075
2,True,5,72,1220,255280,22.5979
2,True,5,73,1220,218809,19.7371
2,True,5,74,1220,255280,24.0598
2,True,5,75,1220,218809,21.0714
2,True,5,76,1220,255280,26.5447
2,True,5,77,1220,218809,22.078
2,True,5,78,1220,255280,25.6838
2,True,5,79,1220,218809,22.4941
3,True,5,1,40,60301,2.51824
3,True,5,2,930,45914,1.68531
4,True,5,1,50,6982,0.348629
4,True,5,2,50,10983,0.516435
4,True,5,3,50,7686,0.347453
4,True,5,4,50,9958,0.465145
4,True,5,5,60,6883,0.308827
4,True,5,6,70,8986,0.378189
4,True,5,7,70,11700,0.47054
4,True,5,8,70,16415,0.747149
4,True,5,9,70,13083,0.534654
4,True,5,10,70,12498,0.545945
4,True,5,11,70,12639,0.567257
4,True,5,12,70,12498,0.549392
4,True,5,13,70,13083,0.588088
4,True,5,14,70,12498,0.588812
4,True,5,15,70,12639,0.615266
4,True,5,16,70,12145,0.611339
4,True,5,17,70,12639,0.624565
4,True,5,18,70,12145,0.592678
4,True,5,19,70,13026,0.688036
4,True,5,20,70,12006,0.662009
4,True,5,21,70,12767,0.706599
4,True,5,22,70,12551,0.724871
4,True,5,23,70,13026,0.76362
4,True,5,24,70,12696,0.758802
4,True,5,25,70,13732,0.816276
4,True,5,26,70,10889,0.736812
4,True,5,27,70,13128,0.913578
4,True,5,28,70,9847,0.706977
4,True,5,29,70,11786,0.789485
4,True,5,30,70,12170,0.807264
4,True,5,31,70,11241,1.0905
4,True,5,32,70,11428,1.08196
4,True,5,33,70,11228,1.09638
4,True,5,34,70,12172,1.09082
4,True,5,35,70,11388,1.19563
4,True,5,36,70,12016,0.890614
4,True,5,37,70,11373,0.842548
4,True,5,38,70,12112,0.915265
4,True,5,39,70,10670,0.844328
4,True,5,40,70,11994,0.935566
4,True,5,41,70,10670,0.878512
4,True,5,42,70,11825,1.27562
4,True,5,43,70,10996,0.925847
4,True,5,44,70,12090,1.06231
4,True,5,45,70,11046,0.988144
4,True,5,46,70,11775,1.03983
4,True,5,47,70,10092,0.95277
4,True,5,48,70,11428,1.05732
4,True,5,49,70,10996,1.04835
4,True,5,50,70,11825,1.10654
4,True,5,51,70,10996,1.10193
4,True,5,52,70,2799,0.292368
4,True,5,53,70,1194,0.179354
4,True,5,54,70,11372,1.09507
4,True,5,55,70,12133,1.18272
4,True,5,56,70,11231,1.31624
4,True,5,57,70,11411,1.27553
4,True,5,58,70,9543,1.55441
4,True,5,59,70,11411,1.32979
4,True,5,60,70,10825,1.85224
4,True,5,61,70,11521,1.83611
4,True,5,62,70,11270,1.98106
4,True,5,63,70,12002,1.47151
4,True,5,64,70,10825,1.23809
4,True,5,65,70,12046,1.3171
4,True,5,66,70,10779,1.19585
4,True,5,67,70,10991,1.29017
4,True,5,68,70,10825,1.24795
4,True,5,69,70,11411,1.34831
4,True,5,70,70,10248,1.2162
4,True,5,71,70,11521,1.34503
4,True,5,72,70,11270,1.35136
4,True,5,73,70,11411,1.39467
4,True,5,74,70,11270,1.3862
4,True,5,75,70,12133,1.49886
4,True,5,76,70,11270,1.41205
4,True,5,77,70,2426,0.350883
4,True,5,78,70,1174,0.156638
4,True,5,79,70,12984,1.64543
4,True,5,80,70,8883,1.18325
4,True,5,81,70,6632,0.900979
4,True,5,82,70,8883,1.20505
4,True,5,83,70,6014,0.843138
4,True,5,84,70,8883,1.43
4,True,5,85,70,6654,0.96587
4,True,5,86,70,9037,2.50297
4,True,5,87,70,6615,1.02792
4,True,5,88,70,9037,1.2545
4,True,5,89,70,6469,1.22114
4,True,5,90,70,9084,1.4401
4,True,5,91,70,6574,1.13748
4,True,5,92,70,8906,1.48752
4,True,5,93,70,6310,0.919361
4,True,5,94,70,7803,1.09875
4,True,5,95,70,5259,0.885727
4,True,5,96,70,7803,1.13267
4,True,5,97,70,6310,0.944859
4,True,5,98,70,9130,1.45443
4,True,5,99,70,6310,0.976691
4,True,5,100,70,9130,1.56422
4,True,5,101,70,6656,1.25283
4,True,5,102,70,1955,0.363956
4,True,5,103,70,604,0.131752
4,True,5,104,150,7739,2.34636
4,True,5,105,150,10143,2.57367
4,True,5,106,150,9485,1.68122
4,True,5,107,150,10143,1.93567
4,True,5,108,150,11266,2.99631
4,True,5,109,150,9351,3.09166
4,True,5,110,150,10748,2.53209
4,True,5,111,150,10122,2.51261
4,True,5,112,150,11448,2.37799
4,True,5,113,150,19680,3.73874
4,True,5,114,150,9379,1.86001
4,True,5,115,150,12737,2.91351
4,True,5,116,150,11016,2.29247
4,True,5,117,150,10815,2.02071
4,True,5,118,150,11016,1.98634
4,True,5,119,150,16298,3.11975
4,True,5,120,150,12124,3.193
4,True,5,121,150,7551,2.21901
4,True,5,122,150,11399,2.95614
4,True,5,123,150,8228,2.47129
4,True,5,124,150,7824,1.64042
4,True,5,125,150,8228,1.92696
4,True,5,126,150,7357,2.19387
4,True,5,127,150,8228,2.07578
4,True,5,128,150,2407,0.544622
4,True,5,129,150,3953,1.2441
4,True,5,130,150,9891,3.27728
4,True,5,131,150,7870,2.73218
4,True,5,132,150,9891,2.94606
4,True,5,133,150,5443,2.04185
4,True,5,134,150,9891,1.9807
4,True,5,135,150,7943,1.60817
4,True,5,136,150,30775,5.85719
4,True,5,137,150,13558,3.2356
4,True,5,138,150,9239,2.11462
4,True,5,139,150,11211,2.46733
4,True,5,140,150,10837,3.68882
4,True,5,141,150,12116,4.44505
4,True,5,142,150,9252,3.28737
4,True,5,143,150,12116,4.75919
4,True,5,144,150,9239,3.49644
4,True,5,145,150,10369,3.60161
4,True,5,146,150,9239,2.87687
4,True,5,147,150,10369,3.58208
4,True,5,148,150,9239,2.53705
4,True,5,149,150,12450,4.50203
4,True,5,150,150,9189,2.43405
4,True,5,151,150,12450,3.93614
4,True,5,152,150,8115,2.35141
4,True,5,153,150,3209,0.941694
4,True,5,154,150,2676,0.82897
4,True,5,155,150,8165,2.63693
4,True,5,156,150,12432,4.8344
4,True,5,157,150,9201,2.79231
4,True,5,158,150,11530,3.77785
4,True,5,159,150,8522,3.35437
4,True,5,160,150,10695,3.59809
4,True,5,161,150,8522,3.8214
4,True,5,162,150,9099,3.44099
4,True,5,163,150,8522,2.17395
4,True,5,164,150,9099,2.64873
4,True,5,165,150,7066,2.39401
4,True,5,166,150,8337,2.34573
4,True,5,167,150,8522,2.06989
4,True,5,168,150,9099,2.17363
4,True,5,169,150,10073,2.57794
4,True,5,170,150,10695,2.8828
4,True,5,171,150,8522,2.28547
4,True,5,172,150,11530,2.8878
4,True,5,173,150,8521,2.1658
4,True,5,174,150,9838,2.70844
4,True,5,175,150,7177,1.80871
4,True,5,176,150,8990,2.25337
4,True,5,177,150,9657,2.42589
4,True,5,178,150,2154,0.541674
4,True,5,179,150,1682,0.521009
4,True,5,180,230,12305,3.72026
4,True,5,181,230,13635,3.6195
4,True,5,182,230,13557,3.78381
4,True,5,183,230,14075,3.62701
4,True,5,184,1130,12367,3.14789
4,True,5,185,1130,46732,10.3466
4,True,5,186,1130,55389,13.3788
4,True,5,187,1130,44934,11.4224
4,True,5,188,1130,55389,14.5005
4,True,5,189,1130,44934,14.0047
4,True,5,190,1130,55389,13.7668
4,True,5,191,1130,44934,15.2918
4,True,5,192,1130,55389,12.7459
4,True,5,193,1130,44934,10.4492
4,True,5,194,1130,55389,12.4327
4,True,5,195,1130,44934,10.2348
4,True,5,196,1130,55389,12.7659
4,True,5,197,1130,46732,11.2846
4,True,5,198,1130,55389,13.2981
4,True,5,199,1130,46732,13.3801
4,True,5,200,0,1,7.6e-06
0,True,5,1,50,37915,3.99272
0,True,5,2,90,34164,2.34934
0,True,5,3,100,67549,4.48646
0,True,5,4,100,46981,3.04951
0,True,5,5,100,65626,3.47134
0,True,5,6,100,46981,3.08347
0,True,5,7,100,42627,2.36065
0,True,5,8,60,268855,13.7459
0,True,5,9,100,42627,3.51419
0,True,5,10,60,268855,14.798
0,True,5,11,120,89838,6.30174
0,True,5,12,1050,60310,4.28491
0,True,5,13,1050,51815,2.72221
1,True,5,1,20,2208,0.111223
1,True,5,2,20,2670,0.144634
1,True,5,3,20,2480,0.145489
1,True,5,4,20,1884,0.119736
1,True,5,5,20,1267,0.085274
1,True,5,6,20,1460,0.0916149
1,True,5,7,20,1267,0.0838617
1,True,5,8,30,988,0.0827465
1,True,5,9,30,1105,0.0785493
1,True,5,10,30,911,0.0728273
1,True,5,11,40,1026,0.0780629
1,True,5,12,40,1494,0.122928
1,True,5,13,40,1687,0.137789
1,True,5,14,40,1651,0.137305
1,True,5,15,40,3778,0.282806
1,True,5,16,40,1651,0.145028
1,True,5,17,40,3176,0.246678
1,True,5,18,40,1557,0.133484
1,True,5,19,40,3692,0.317201
1,True,5,20,40,1557,0.161479
1,True,5,21,40,3326,0.29287
1,True,5,22,40,1557,0.178691
1,True,5,23,40,3346,0.285567
1,True,5,24,40,1426,0.146356
1,True,5,25,40,3425,0.314754
1,True,5,26,40,1426,0.149394
1,True,5,27,40,3346,0.313247
1,True,5,28,50,705,0.17851
1,True,5,29,60,5048,0.41795
1,True,5,30,70,6320,0.511643
1,True,5,31,140,6430,0.481386
1,True,5,32,150,5192,0.392224
1,True,5,33,150,5195,0.388533
1,True,5,34,150,8614,0.618643
1,True,5,35,150,8116,0.565847
1,True,5,36,150,6108,0.454642
1,True,5,37,150,8489,0.648743
1,True,5,38,150,6034,0.480267
1,True,5,39,150,8489,0.890733
1,True,5,40,150,6159,0.48373
1,True,5,41,150,8090,0.799907
1,True,5,42,150,6159,0.511131
1,True,5,43,150,8407,0.862523
1,True,5,44,150,6159,0.562395
1,True,5,45,150,8090,0.725795
1,True,5,46,150,6025,0.703962
1,True,5,47,150,8499,0.886423
1,True,5,48,150,6025,0.879139
1,True,5,49,150,8499,1.4518
1,True,5,50,150,6178,0.9791
1,True,5,51,150,8407,1.22016
1,True,5,52,150,6178,0.711159
1,True,5,53,150,8090,0.780196
1,True,5,54,150,6025,0.582084
1,True,5,55,150,8499,0.829823
1,True,5,56,150,5842,0.593738
1,True,5,57,150,4101,0.411639
1,True,5,58,150,2088,0.192387
1,True,5,59,150,4905,0.532518
1,True,5,60,150,6699,0.708287
1,True,5,61,150,4905,0.507798
1,True,5,62,150,6891,0.73051
1,True,5,63,150,4960,0.561052
1,True,5,64,150,6961,0.765519
1,True,5,65,150,4960,0.569834
1,True,5,66,150,7068,0.798069
1,True,5,67,150,18453,2.01555
1,True,5,68,230,37286,3.88755
1,True,5,69,230,31378,3.34178
1,True,5,70,230,38583,4.1504
1,True,5,71,230,31378,3.54458
1,True,5,72,230,40249,4.1979
1,True,5,73,230,31485,3.35622
1,True,5,74,230,39399,4.20668
1,True,5,75,230,31485,3.40222
1,True,5,76,230,40249,4.36194
1,True,5,77,230,31378,3.50215
1,True,5,78,230,39514,4.46053
1,True,5,79,230,32310,6.87646
1,True,5,80,230,39919,7.30947
1,True,5,81,230,32310,6.32832
1,True,5,82,230,39514,4.58176
1,True,5,83,230,31378,3.75992
1,True,5,84,230,39514,4.67087
1,True,5,85,230,31378,3.78732
1,True,5,86,230,38583,4.6606
1,True,5,87,230,31378,3.92335
1,True,5,88,230,40249,4.90657
1,True,5,89,230,31485,3.90278
1,True,5,90,230,39399,6.89827
1,True,5,91,230,32310,4.21071
1,True,5,92,230,7437,1.01159
1,True,5,93,230,3845,0.494215
1,True,5,94,230,34580,4.45266
1,True,5,95,230,43445,6.11095
1,True,5,96,230,34580,4.68814
1,True,5,97,1050,38246,4.98934
1,True,5,98,1050,43072,5.64074
2,True,5,1,90,8186,0.546129
2,True,5,2,100,14388,0.779984
2,True,5,3,120,36822,1.61142
2,True,5,4,130,40475,1.78496
2,True,5,5,130,28614,1.41259
2,True,5,6,130,23955,1.53709
2,True,5,7,140,14895,0.804356
2,True,5,8,140,69817,2.87475
2,True,5,9,150,98387,4.18526
2,True,5,10,160,38883,1.68616
2,True,5,11,160,66172,2.89444
2,True,5,12,160,59737,2.80583
2,True,5,13,160,85883,3.99518
2,True,5,14,160,77719,3.51161
2,True,5,15,160,116891,5.76868
2,True,5,16,1030,138920,6.93012
2,True,5,17,1030,74369,3.76602
3,True,5,1,40,60301,2.43921
3,True,5,2,850,119048,4.92156
4,True,5,1,50,6982,0.368586
4,True,5,2,50,11633,0.78226
4,True,5,3,60,7713,0.633501
4,True,5,4,70,12609,0.720114
4,True,5,5,70,24297,1.61777
4,True,5,6,70,11748,0.636215
4,True,5,7,70,9793,0.875657
4,True,5,8,70,10273,0.482291
4,True,5,9,70,14763,0.75409
4,True,5,10,70,10313,0.89966
4,True,5,11,70,10292,0.836166
4,True,5,12,70,14762,0.982107
4,True,5,13,70,14884,1.13709
4,True,5,14,70,10365,0.723996
4,True,5,15,70,14884,0.786784
4,True,5,16,70,14762,0.773664
4,True,5,17,70,10292,0.786003
4,True,5,18,70,11579,0.926239
4,True,5,19,70,11266,0.881218
4,True,5,20,70,15106,1.24161
4,True,5,21,70,14884,1.13116
4,True,5,22,70,15817,1.27867
4,True,5,23,70,14658,1.12389
4,True,5,24,70,15813,1.05339
4,True,5,25,70,15024,1.50194
4,True,5,26,70,14211,1.2369
4,True,5,27,70,11984,1.25615
4,True,5,28,70,11266,1.17417
4,True,5,29,70,15822,1.47551
4,True,5,30,70,14884,1.78863
4,True,5,31,60,25766,2.41067
4,True,5,32,60,11876,0.845649
4,True,5,33,70,12098,1.13428
4,True,5,34,70,16304,1.53644
4,True,5,35,70,15663,1.34298
4,True,5,36,70,13728,1.27472
4,True,5,37,70,20516,1.64068
4,True,5,38,150,16769,1.34541
4,True,5,39,150,55285,5.07844
4,True,5,40,150,91508,7.69586
4,True,5,41,150,13835,1.16037
4,True,5,42,150,10823,0.918218
4,True,5,43,150,8024,0.659147
4,True,5,44,150,10689,0.895578
4,True,5,45,150,8073,0.707876
4,True,5,46,150,9707,0.923229
4,True,5,47,150,8682,0.764743
4,True,5,48,150,10823,0.971628
4,True,5,49,150,7981,0.773973
4,True,5,50,150,10689,1.13757
4,True,5,51,150,7981,0.783567
4,True,5,52,150,10218,1.08158
4,True,5,53,150,7981,0.7767
4,True,5,54,150,10689,1.00628
4,True,5,55,150,8013,0.759329
4,True,5,56,1050,10238,1.07705
4,True,5,57,1050,9295,1.18876
0,True,5,1,50,37915,2.74499
0,True,5,2,90,34164,2.18248
0,True,5,3,100,67549,4.9254
0,True,5,4,100,104573,9.4137
0,True,5,5,100,48056,6.49746
0,True,5,6,230,19751,2.03984
0,True,5,7,240,52313,3.12864
0,True,5,8,240,88039,4.00919
0,True,5,9,240,66178,2.72681
0,True,5,10,240,88799,3.60596
0,True,5,11,240,66178,2.93938
0,True,5,12,240,89039,3.95052
0,True,5,13,240,68653,3.10498
0,True,5,14,240,88653,3.84411
0,True,5,15,240,67627,2.98134
0,True,5,16,240,88653,3.94254
0,True,5,17,1060,65735,4.01737
0,True,5,18,1060,49367,2.91034
0,True,5,19,1060,66680,3.69779
0,True,5,20,1060,49367,3.02622
0,True,5,21,1060,66680,5.20341
0,True,5,22,1060,49367,3.16312
0,True,5,23,1060,66680,3.70562
0,True,5,24,1060,49367,2.91729
0,True,5,25,1060,66680,3.61471
0,True,5,26,1060,49367,2.83361
0,True,5,27,1060,66680,3.95754
0,True,5,28,1060,49367,4.06478
0,True,5,29,1060,66680,3.97374
0,True,5,30,1060,49367,3.31018
0,True,5,31,1060,8956,0.609587
0,True,5,32,1060,2776,0.172954
1,True,5,1,20,2208,0.118638
1,True,5,2,20,3691,0.225161
1,True,5,3,20,1888,0.0962454
1,True,5,4,20,1686,0.0960892
1,True,5,5,20,1422,0.0944836
1,True,5,6,30,3819,0.305746
1,True,5,7,30,2383,0.178507
1,True,5,8,30,2633,0.160531
1,True,5,9,30,1642,0.107924
1,True,5,10,30,2165,0.146197
1,True,5,11,30,1914,0.133933
1,True,5,12,30,1041,0.0867239
1,True,5,13,30,1066,0.186655
1,True,5,14,30,1152,0.0965604
1,True,5,15,30,1347,0.265793
1,True,5,16,40,1029,0.156142
1,True,5,17,40,2150,0.251679
1,True,5,18,40,2603,0.326088
1,True,5,19,40,1783,0.133361
1,True,5,20,40,2022,0.153579
1,True,5,21,40,1810,0.170492
1,True,5,22,40,2570,0.198434
1,True,5,23,40,1783,0.14094
1,True,5,24,40,2637,0.227769
1,True,5,25,40,2320,0.180753
1,True,5,26,40,2528,0.215877
1,True,5,27,40,1401,0.121185
1,True,5,28,40,2528,0.251139
1,True,5,29,40,2320,0.189786
1,True,5,30,40,5500,0.437667
1,True,5,31,40,3695,0.328948
1,True,5,32,40,2921,0.268132
1,True,5,33,40,1783,0.175919
1,True,5,34,40,2528,0.307592
1,True,5,35,40,1810,0.354371
1,True,5,36,40,2528,0.277051
1,True,5,37,40,2030,0.22655
1,True,5,38,40,5500,0.495827
1,True,5,39,40,3492,0.313321
1,True,5,40,40,4904,0.524521
1,True,5,41,40,2862,0.391557
1,True,5,42,40,1657,0.192933
1,True,5,43,40,1908,0.234524
1,True,5,44,40,1647,0.185614
1,True,5,45,40,2345,0.30652
1,True,5,46,40,1743,0.210416
1,True,5,47,40,2545,0.291164
1,True,5,48,40,2716,0.349698
1,True,5,49,40,3880,0.469725
1,True,5,50,40,2716,0.316674
1,True,5,51,40,3644,0.432958
1,True,5,52,40,2716,0.322476
1,True,5,53,40,2564,0.317626
1,True,5,54,40,1657,0.221071
1,True,5,55,40,2345,0.365991
1,True,5,56,40,1647,0.225541
1,True,5,57,40,2317,0.359737
1,True,5,58,40,1678,0.237832
1,True,5,59,40,2232,0.306315
1,True,5,60,40,1743,0.246664
1,True,5,61,40,2862,0.380433
1,True,5,62,40,1647,0.24485
1,True,5,63,40,2564,0.341295
1,True,5,64,40,1938,0.390217
1,True,5,65,50,2360,0.400901
1,True,5,66,100,3013,0.420667
1,True,5,67,110,3845,0.808291
1,True,5,68,120,6009,0.847031
1,True,5,69,120,23887,2.97247
1,True,5,70,120,26132,3.01049
1,True,5,71,120,23887,2.78644
1,True,5,72,120,34258,4.39262
1,True,5,73,190,32560,3.86433
1,True,5,74,200,27021,3.44251
1,True,5,75,210,30652,3.58009
1,True,5,76,210,28941,3.80866
1,True,5,77,210,29968,3.97871
1,True,5,78,210,27067,3.19113
1,True,5,79,210,30504,3.56632
1,True,5,80,210,27817,3.81644
1,True,5,81,210,31531,6.06121
1,True,5,82,210,25461,4.98392
1,True,5,83,210,31531,5.32151
1,True,5,84,210,27450,5.59929
1,True,5,85,210,31951,5.18339
1,True,5,86,210,27817,4.3663
1,True,5,87,210,30504,5.13095
1,True,5,88,210,27067,3.85702
1,True,5,89,210,32381,4.96217
1,True,5,90,210,26456,5.21153
1,True,5,91,210,30854,6.34518
1,True,5,92,210,27817,6.09208
1,True,5,93,210,30854,5.38725
1,True,5,94,210,26456,3.558
1,True,5,95,210,30854,4.74592
1,True,5,96,210,27817,6.46241
1,True,5,97,210,32381,4.5621
1,True,5,98,210,26456,5.77918
1,True,5,99,210,7355,1.79635
1,True,5,100,210,2170,0.288545
1,True,5,101,1100,102036,18.4375
1,True,5,102,1100,80960,12.3282
1,True,5,103,1100,98000,19.6871
1,True,5,104,1100,80960,15.0984
1,True,5,105,1100,98000,17.3745
1,True,5,106,1100,80960,15.7327
1,True,5,107,1100,98000,17.034
1,True,5,108,1100,80960,14.4207
1,True,5,109,1100,98000,15.9625
1,True,5,110,1100,80960,12.7034
1,True,5,111,1100,98000,14.6976
1,True,5,112,1100,80960,12.1585
1,True,5,113,1100,98000,15.8567
1,True,5,114,1100,80960,12.2974
1,True,5,115,1100,98000,16.8949
1,True,5,116,1100,80960,19.5481
1,True,5,117,1100,98000,15.254
1,True,5,118,1100,80960,12.728
1,True,5,119,1100,98000,16.2449
1,True,5,120,1100,80960,11.814
1,True,5,121,1100,98000,15.7924
1,True,5,122,1100,80960,11.738
1,True,5,123,1100,98000,14.1803
1,True,5,124,1100,13765,2.23577
1,True,5,125,1100,2640,0.371404
3,True,5,1,40,60301,2.42216
3,True,5,2,150,56537,2.29178
3,True,5,3,880,146668,5.22261
3,True,5,1,40,60301,2.33195
3,True,5,2,930,45914,1.68505
0,False,1,1,-100,65624,2.79352
0,False,1,2,-220,65692,2.51937
0,False,1,3,-1070,62128,3.4241
0,False,1,4,-1120,106674,4.45752
0,False,1,5,-1120,129455,5.06971
